CUPS,AÑO,MES,DIA,HORA,CONSUMO
2,2022,11,23,21,0.492
2,2022,11,23,22,0.635
2,2022,11,23,23,0.944
2,2022,11,23,24,1.809
2,2022,11,24,1,0.566
2,2022,11,24,2,0.555
2,2022,11,24,3,0.556
2,2022,11,24,4,0.417
2,2022,11,24,5,0.504
2,2022,11,24,6,0.711
2,2022,11,24,7,0.426
2,2022,11,24,8,1.821
2,2022,11,24,9,2.253
2,2022,11,24,10,1.959
2,2022,11,24,11,1.391
2,2022,11,24,12,1.263
2,2022,11,24,13,1.529
2,2022,11,24,14,2.362
2,2022,11,24,15,1.342
2,2022,11,24,16,1.007
2,2022,11,24,17,0.128
2,2022,11,24,18,1.549
2,2022,11,24,19,0.644
2,2022,11,24,20,0.735
2,2022,11,24,21,0.241
2,2022,11,24,22,0.76
2,2022,11,24,23,0.754
2,2022,11,24,24,0.889
2,2022,11,25,1,0.727
2,2022,11,25,2,0.312
2,2022,11,25,3,0.086
2,2022,11,25,4,0.252
2,2022,11,25,5,0.088
2,2022,11,25,6,0.097
2,2022,11,25,7,0.311
2,2022,11,25,8,0.104
2,2022,11,25,9,0.481
2,2022,11,25,10,2.207
2,2022,11,25,11,1.882
2,2022,11,25,12,1.407
2,2022,11,25,13,0.56
2,2022,11,25,14,1.136
2,2022,11,25,15,1.679
2,2022,11,25,16,0.706
2,2022,11,25,17,0.201
2,2022,11,25,18,0.067
2,2022,11,25,19,0.077
2,2022,11,25,20,0.288
2,2022,11,25,21,1.493
2,2022,11,25,22,3.271
2,2022,11,25,23,2.562
2,2022,11,25,24,0.978
2,2022,11,26,1,1.79
2,2022,11,26,2,0.438
2,2022,11,26,3,0.686
2,2022,11,26,4,0.428
2,2022,11,26,5,0.42
2,2022,11,26,6,0.6
2,2022,11,26,7,0.407
2,2022,11,26,8,0.422
2,2022,11,26,9,0.481
2,2022,11,26,10,0.088
2,2022,11,26,11,1.036
2,2022,11,26,12,1.297
2,2022,11,26,13,1.782
2,2022,11,26,14,1.411
2,2022,11,26,15,0.423
2,2022,11,26,16,0.736
2,2022,11,26,17,0.32
2,2022,11,26,18,1.821
2,2022,11,26,19,2.112
2,2022,11,26,20,2.012
2,2022,11,26,21,2.061
2,2022,11,26,22,1.377
2,2022,11,26,23,0.662
2,2022,11,26,24,1.198
2,2022,11,27,1,1.194
2,2022,11,27,2,0.441
2,2022,11,27,3,0.262
2,2022,11,27,4,0.101
2,2022,11,27,5,0.09
2,2022,11,27,6,0.26
2,2022,11,27,7,0.085
2,2022,11,27,8,0.197
2,2022,11,27,9,0.164
2,2022,11,27,10,0.316
2,2022,11,27,11,0.719
2,2022,11,27,12,0.537
2,2022,11,27,13,0.388
2,2022,11,27,14,0.296
2,2022,11,27,15,1.688
2,2022,11,27,16,0.31
2,2022,11,27,17,0.423
2,2022,11,27,18,0.243
2,2022,11,27,19,0.279
2,2022,11,27,20,0.676
2,2022,11,27,21,0.859
2,2022,11,27,22,1.898
2,2022,11,27,23,1.055
2,2022,11,27,24,1.91
2,2022,11,28,1,2.517
2,2022,11,28,2,1.278
2,2022,11,28,3,0.087
2,2022,11,28,4,0.085
2,2022,11,28,5,0.32
2,2022,11,28,6,0.159
2,2022,11,28,7,0.529
2,2022,11,28,8,1.047
2,2022,11,28,9,0.45
2,2022,11,28,10,0.508
2,2022,11,28,11,0.428
2,2022,11,28,12,0.242
2,2022,11,28,13,0.221
2,2022,11,28,14,0.446
2,2022,11,28,15,1.412
2,2022,11,28,16,2.114
2,2022,11,28,17,2.055
2,2022,11,28,18,1.852
2,2022,11,28,19,1.863
2,2022,11,28,20,1.031
2,2022,11,28,21,0.519
2,2022,11,28,22,0.411
2,2022,11,28,23,0.699
2,2022,11,28,24,0.772
2,2022,11,29,1,0.42
2,2022,11,29,2,0.496
2,2022,11,29,3,0.353
2,2022,11,29,4,0.338
2,2022,11,29,5,0.349
2,2022,11,29,6,0.514
2,2022,11,29,7,0.337
2,2022,11,29,8,0.596
2,2022,11,29,9,0.743
2,2022,11,29,10,0.271
2,2022,11,29,11,0.443
2,2022,11,29,12,0.925
2,2022,11,29,13,0.639
2,2022,11,29,14,0.792
2,2022,11,29,15,1.988
2,2022,11,29,16,1.819
2,2022,11,29,17,2.063
2,2022,11,29,18,0.806
2,2022,11,29,19,0.43
2,2022,11,29,20,0.915
2,2022,11,29,21,0.5
2,2022,11,29,22,0.551
2,2022,11,29,23,1.74
2,2022,11,29,24,1.665
2,2022,11,30,1,1.936
2,2022,11,30,2,0.761
2,2022,11,30,3,0.688
2,2022,11,30,4,0.841
2,2022,11,30,5,0.817
2,2022,11,30,6,0.741
2,2022,11,30,7,0.997
2,2022,11,30,8,0.656
2,2022,11,30,9,0.949
2,2022,11,30,10,0.318
2,2022,11,30,11,0.244
2,2022,11,30,12,0.498
2,2022,11,30,13,2.113
2,2022,11,30,14,1.724
2,2022,11,30,15,0.406
2,2022,11,30,16,1.5
2,2022,11,30,17,0.976
2,2022,11,30,18,1.785
2,2022,11,30,19,0.36
2,2022,11,30,20,0.854
2,2022,11,30,21,1.851
2,2022,11,30,22,1.724
2,2022,11,30,23,1.84
2,2022,11,30,24,2.181
2,2022,12,1,1,2.281
2,2022,12,1,2,1.199
2,2022,12,1,3,1.048
2,2022,12,1,4,1.069
2,2022,12,1,5,1.168
2,2022,12,1,6,1.019
2,2022,12,1,7,0.958
2,2022,12,1,8,1.249
2,2022,12,1,9,0.805
2,2022,12,1,10,0.201
2,2022,12,1,11,0.214
2,2022,12,1,12,0.447
2,2022,12,1,13,0.777
2,2022,12,1,14,0.523
2,2022,12,1,15,1.846
2,2022,12,1,16,1.776
2,2022,12,1,17,0.462
2,2022,12,1,18,0.122
2,2022,12,1,19,1.912
2,2022,12,1,20,2.832
2,2022,12,1,21,2.102
2,2022,12,1,22,1.525
2,2022,12,1,23,2.668
2,2022,12,1,24,3.05
2,2022,12,2,1,3.274
2,2022,12,2,2,2.229
2,2022,12,2,3,2.12
2,2022,12,2,4,2.334
2,2022,12,2,5,2.173
2,2022,12,2,6,2.181
2,2022,12,2,7,2.073
2,2022,12,2,8,2.191
2,2022,12,2,9,0.89
2,2022,12,2,10,0.292
2,2022,12,2,11,0.418
2,2022,12,2,12,0.227
2,2022,12,2,13,0.372
2,2022,12,2,14,0.377
2,2022,12,2,15,0.848
2,2022,12,2,16,1.965
2,2022,12,2,17,1.455
2,2022,12,2,18,0.553
2,2022,12,2,19,0.246
2,2022,12,2,20,0.082
2,2022,12,2,21,1.32
2,2022,12,2,22,3.098
2,2022,12,2,23,2.908
2,2022,12,2,24,1.769
2,2022,12,3,1,2.256
2,2022,12,3,2,2.46
2,2022,12,3,3,1.353
2,2022,12,3,4,1.308
2,2022,12,3,5,1.203
2,2022,12,3,6,1.262
2,2022,12,3,7,1.22
2,2022,12,3,8,1.249
2,2022,12,3,9,0.928
2,2022,12,3,10,0.801
2,2022,12,3,11,0.31
2,2022,12,3,12,0.332
2,2022,12,3,13,0.708
2,2022,12,3,14,1.261
2,2022,12,3,15,0.138
2,2022,12,3,16,0.427
2,2022,12,3,17,0.808
2,2022,12,3,18,1.899
2,2022,12,3,19,1.683
2,2022,12,3,20,0.8
2,2022,12,3,21,0.647
2,2022,12,3,22,1.625
2,2022,12,3,23,1.175
2,2022,12,3,24,1.994
2,2022,12,4,1,2.09
2,2022,12,4,2,2.015
2,2022,12,4,3,1.11
2,2022,12,4,4,1.631
2,2022,12,4,5,1.057
2,2022,12,4,6,1.458
2,2022,12,4,7,1.24
2,2022,12,4,8,1.518
2,2022,12,4,9,1.372
2,2022,12,4,10,1.262
2,2022,12,4,11,0.63
2,2022,12,4,12,0.338
2,2022,12,4,13,1.633
2,2022,12,4,14,1.553
2,2022,12,4,15,1.095
2,2022,12,4,16,1.883
2,2022,12,4,17,0.635
2,2022,12,4,18,0.193
2,2022,12,4,19,0.401
2,2022,12,4,20,0.611
2,2022,12,4,21,1.243
2,2022,12,4,22,2.527
2,2022,12,4,23,2.749
2,2022,12,4,24,2.715
2,2022,12,5,1,2.037
2,2022,12,5,2,0.643
2,2022,12,5,3,0.441
2,2022,12,5,4,0.461
2,2022,12,5,5,0.685
2,2022,12,5,6,0.514
2,2022,12,5,7,0.511
2,2022,12,5,8,0.821
2,2022,12,5,9,0.688
2,2022,12,5,10,0.303
2,2022,12,5,11,0.856
2,2022,12,5,12,0.092
2,2022,12,5,13,0.239
2,2022,12,5,14,0.269
2,2022,12,5,15,1.499
2,2022,12,5,16,0.717
2,2022,12,5,17,1.773
2,2022,12,5,18,1.611
2,2022,12,5,19,0.903
2,2022,12,5,20,0.476
2,2022,12,5,21,0.901
2,2022,12,5,22,1.356
2,2022,12,5,23,0.685
2,2022,12,5,24,1.309
2,2022,12,6,1,2.595
2,2022,12,6,2,2.281
2,2022,12,6,3,0.889
2,2022,12,6,4,0.951
2,2022,12,6,5,0.876
2,2022,12,6,6,0.998
2,2022,12,6,7,0.947
2,2022,12,6,8,0.975
2,2022,12,6,9,0.769
2,2022,12,6,10,1.087
2,2022,12,6,11,0.438
2,2022,12,6,12,0.282
2,2022,12,6,13,0.796
2,2022,12,6,14,2.056
2,2022,12,6,15,2.692
2,2022,12,6,16,2.028
2,2022,12,6,17,2.851
2,2022,12,6,18,2.058
2,2022,12,6,19,0.785
2,2022,12,6,20,1.205
2,2022,12,6,21,2.112
2,2022,12,6,22,1.145
2,2022,12,6,23,1.399
2,2022,12,6,24,2.018
2,2022,12,7,1,2.521
2,2022,12,7,2,1.002
2,2022,12,7,3,1.077
2,2022,12,7,4,0.963
2,2022,12,7,5,0.854
2,2022,12,7,6,1.085
2,2022,12,7,7,0.885
2,2022,12,7,8,0.906
2,2022,12,7,9,0.567
2,2022,12,7,10,0.311
2,2022,12,7,11,0.266
2,2022,12,7,12,0.21
2,2022,12,7,13,0.225
2,2022,12,7,14,0.332
2,2022,12,7,15,0.809
2,2022,12,7,16,1.469
2,2022,12,7,17,0.535
2,2022,12,7,18,0.597
2,2022,12,7,19,1.811
2,2022,12,7,20,1.426
2,2022,12,7,21,0.068
2,2022,12,7,22,0.204
2,2022,12,7,23,1.615
2,2022,12,7,24,1.889
2,2022,12,8,1,1.357
2,2022,12,8,2,0.144
2,2022,12,8,3,1.473
2,2022,12,8,4,1.595
2,2022,12,8,5,0.625
2,2022,12,8,6,0.654
2,2022,12,8,7,0.596
2,2022,12,8,8,0.516
2,2022,12,8,9,0.441
2,2022,12,8,10,0.831
2,2022,12,8,11,1.669
2,2022,12,8,12,1.661
2,2022,12,8,13,0.326
2,2022,12,8,14,0.892
2,2022,12,8,15,2.832
2,2022,12,8,16,0.58
2,2022,12,8,17,0.581
2,2022,12,8,18,0.183
2,2022,12,8,19,0.431
2,2022,12,8,20,1.2
2,2022,12,8,21,0.396
2,2022,12,8,22,0.583
2,2022,12,8,23,1.807
2,2022,12,8,24,1.878
2,2022,12,9,1,1.874
2,2022,12,9,2,0.754
2,2022,12,9,3,0.934
2,2022,12,9,4,0.724
2,2022,12,9,5,0.594
2,2022,12,9,6,0.89
2,2022,12,9,7,0.65
2,2022,12,9,8,0.767
2,2022,12,9,9,0.984
2,2022,12,9,10,0.254
2,2022,12,9,11,0.207
2,2022,12,9,12,1.155
2,2022,12,9,13,2.337
2,2022,12,9,14,3.335
2,2022,12,9,15,2.629
2,2022,12,9,16,0.156
2,2022,12,9,17,1.189
2,2022,12,9,18,0.29
2,2022,12,9,19,0.405
2,2022,12,9,20,0.396
2,2022,12,9,21,1.504
2,2022,12,9,22,2.149
2,2022,12,9,23,1.466
2,2022,12,9,24,1.796
2,2022,12,10,1,0.996
2,2022,12,10,2,1.091
2,2022,12,10,3,0.981
2,2022,12,10,4,1.083
2,2022,12,10,5,0.966
2,2022,12,10,6,0.98
2,2022,12,10,7,1.133
2,2022,12,10,8,1.303
2,2022,12,10,9,1.55
2,2022,12,10,10,1.696
2,2022,12,10,11,1.339
2,2022,12,10,12,0.516
2,2022,12,10,13,0.828
2,2022,12,10,14,0.585
2,2022,12,10,15,0.078
2,2022,12,10,16,2.097
2,2022,12,10,17,2.133
2,2022,12,10,18,0.253
2,2022,12,10,19,1.596
2,2022,12,10,20,1.883
2,2022,12,10,21,1.735
2,2022,12,10,22,2.189
2,2022,12,10,23,1.623
2,2022,12,10,24,1.118
2,2022,12,11,1,1.412
2,2022,12,11,2,1.588
2,2022,12,11,3,2.753
2,2022,12,11,4,1.016
2,2022,12,11,5,1.034
2,2022,12,11,6,1.065
2,2022,12,11,7,0.951
2,2022,12,11,8,0.964
2,2022,12,11,9,1.079
2,2022,12,11,10,1.182
2,2022,12,11,11,0.656
2,2022,12,11,12,0.848
2,2022,12,11,13,0.234
2,2022,12,11,14,1.008
2,2022,12,11,15,0.429
2,2022,12,11,16,1.991
2,2022,12,11,17,1.813
2,2022,12,11,18,1.986
2,2022,12,11,19,0.718
2,2022,12,11,20,0.91
2,2022,12,11,21,2.989
2,2022,12,11,22,2.594
2,2022,12,11,23,1.697
2,2022,12,11,24,2.353
2,2022,12,12,1,2.226
2,2022,12,12,2,0.984
2,2022,12,12,3,0.947
2,2022,12,12,4,1.168
2,2022,12,12,5,0.887
2,2022,12,12,6,0.964
2,2022,12,12,7,0.951
2,2022,12,12,8,1.392
2,2022,12,12,9,1.761
2,2022,12,12,10,0.431
2,2022,12,12,11,1.266
2,2022,12,12,12,1.462
2,2022,12,12,13,0.316
2,2022,12,12,14,1.864
2,2022,12,12,15,1.815
2,2022,12,12,16,2.586
2,2022,12,12,17,1.844
2,2022,12,12,18,1.841
2,2022,12,12,19,1.346
2,2022,12,12,20,2.413
2,2022,12,12,21,3.287
2,2022,12,12,22,2.984
2,2022,12,12,23,2.808
2,2022,12,12,24,1.211
2,2022,12,13,1,2.584
2,2022,12,13,2,2.474
2,2022,12,13,3,0.983
2,2022,12,13,4,1.057
2,2022,12,13,5,1.168
2,2022,12,13,6,0.953
2,2022,12,13,7,0.892
2,2022,12,13,8,2.047
2,2022,12,13,9,1.751
2,2022,12,13,10,2.036
2,2022,12,13,11,0.287
2,2022,12,13,12,0.084
2,2022,12,13,13,0.66
2,2022,12,13,14,0.648
2,2022,12,13,15,1.571
2,2022,12,13,16,0.791
2,2022,12,13,17,0.693
2,2022,12,13,18,2.044
2,2022,12,13,19,0.739
2,2022,12,13,20,1.203
2,2022,12,13,21,0.81
2,2022,12,13,22,2.566
2,2022,12,13,23,2.07
2,2022,12,13,24,1.791
2,2022,12,14,1,2.265
2,2022,12,14,2,1.881
2,2022,12,14,3,0.924
2,2022,12,14,4,0.743
2,2022,12,14,5,0.373
2,2022,12,14,6,0.401
2,2022,12,14,7,0.612
2,2022,12,14,8,1.221
2,2022,12,14,9,1.342
2,2022,12,14,10,0.122
2,2022,12,14,11,0.646
2,2022,12,14,12,0.125
2,2022,12,14,13,0.549
2,2022,12,14,14,2.114
2,2022,12,14,15,2.109
2,2022,12,14,16,1.984
2,2022,12,14,17,0.829
2,2022,12,14,18,1.775
2,2022,12,14,19,0.556
2,2022,12,14,20,0.594
2,2022,12,14,21,1.556
2,2022,12,14,22,2.223
2,2022,12,14,23,2.091
2,2022,12,14,24,1.769
2,2022,12,15,1,1.955
2,2022,12,15,2,0.981
2,2022,12,15,3,1.19
2,2022,12,15,4,1.002
2,2022,12,15,5,1.016
2,2022,12,15,6,1.224
2,2022,12,15,7,0.891
2,2022,12,15,8,2.23
2,2022,12,15,9,2.183
2,2022,12,15,10,1.99
2,2022,12,15,11,1.889
2,2022,12,15,12,1.537
2,2022,12,15,13,0.904
2,2022,12,15,14,0.81
2,2022,12,15,15,1.305
2,2022,12,15,16,0.529
2,2022,12,15,17,0.571
2,2022,12,15,18,2.123
2,2022,12,15,19,0.943
2,2022,12,15,20,1.509
2,2022,12,15,21,2.297
2,2022,12,15,22,2.553
2,2022,12,15,23,2.564
2,2022,12,15,24,2.245
2,2022,12,16,1,1.971
2,2022,12,16,2,1.0
2,2022,12,16,3,1.168
2,2022,12,16,4,1.875
2,2022,12,16,5,0.886
2,2022,12,16,6,0.92
2,2022,12,16,7,1.153
2,2022,12,16,8,1.307
2,2022,12,16,9,1.885
2,2022,12,16,10,1.684
2,2022,12,16,11,0.9
2,2022,12,16,12,1.612
2,2022,12,16,13,0.091
2,2022,12,16,14,0.083
2,2022,12,16,15,1.397
2,2022,12,16,16,0.504
2,2022,12,16,17,0.282
2,2022,12,16,18,0.277
2,2022,12,16,19,0.336
2,2022,12,16,20,0.403
2,2022,12,16,21,1.653
2,2022,12,16,22,2.272
2,2022,12,16,23,1.885
2,2022,12,16,24,1.205
2,2022,12,17,1,1.214
2,2022,12,17,2,1.381
2,2022,12,17,3,1.26
2,2022,12,17,4,1.038
2,2022,12,17,5,1.108
2,2022,12,17,6,0.94
2,2022,12,17,7,0.959
2,2022,12,17,8,1.083
2,2022,12,17,9,0.808
2,2022,12,17,10,0.418
2,2022,12,17,11,0.577
2,2022,12,17,12,0.338
2,2022,12,17,13,0.346
2,2022,12,17,14,0.404
2,2022,12,17,15,1.123
2,2022,12,17,16,0.384
2,2022,12,17,17,0.562
2,2022,12,17,18,0.611
2,2022,12,17,19,2.091
2,2022,12,17,20,1.872
2,2022,12,17,21,0.763
2,2022,12,17,22,2.419
2,2022,12,17,23,3.394
2,2022,12,17,24,1.491
2,2022,12,18,1,1.823
2,2022,12,18,2,1.717
2,2022,12,18,3,1.865
2,2022,12,18,4,0.907
2,2022,12,18,5,0.873
2,2022,12,18,6,1.11
2,2022,12,18,7,0.933
2,2022,12,18,8,0.892
2,2022,12,18,9,1.083
2,2022,12,18,10,0.405
2,2022,12,18,11,0.451
2,2022,12,18,12,0.36
2,2022,12,18,13,0.137
2,2022,12,18,14,0.898
2,2022,12,18,15,1.36
2,2022,12,18,16,0.516
2,2022,12,18,17,0.252
2,2022,12,18,18,0.263
2,2022,12,18,19,0.351
2,2022,12,18,20,1.786
2,2022,12,18,21,3.304
2,2022,12,18,22,3.86
2,2022,12,18,23,2.555
2,2022,12,18,24,1.661
2,2022,12,19,1,1.656
2,2022,12,19,2,0.921
2,2022,12,19,3,0.991
2,2022,12,19,4,1.169
2,2022,12,19,5,0.913
2,2022,12,19,6,0.876
2,2022,12,19,7,1.077
2,2022,12,19,8,0.963
2,2022,12,19,9,0.636
2,2022,12,19,10,0.175
2,2022,12,19,11,0.568
2,2022,12,19,12,0.113
2,2022,12,19,13,1.652
2,2022,12,19,14,1.338
2,2022,12,19,15,2.106
2,2022,12,19,16,2.932
2,2022,12,19,17,2.026
2,2022,12,19,18,2.142
2,2022,12,19,19,2.336
2,2022,12,19,20,2.296
2,2022,12,19,21,0.908
2,2022,12,19,22,0.942
2,2022,12,19,23,0.854
2,2022,12,19,24,1.833
2,2022,12,20,1,1.771
2,2022,12,20,2,1.745
2,2022,12,20,3,0.567
2,2022,12,20,4,0.639
2,2022,12,20,5,0.456
2,2022,12,20,6,0.396
2,2022,12,20,7,0.611
2,2022,12,20,8,0.46
2,2022,12,20,9,2.052
2,2022,12,20,10,2.182
2,2022,12,20,11,2.251
2,2022,12,20,12,0.873
2,2022,12,20,13,0.523
2,2022,12,20,14,0.914
2,2022,12,20,15,0.381
2,2022,12,20,16,0.449
2,2022,12,20,17,0.479
2,2022,12,20,18,0.083
2,2022,12,20,19,2.032
2,2022,12,20,20,1.83
2,2022,12,20,21,1.025
2,2022,12,20,22,2.314
2,2022,12,20,23,1.425
2,2022,12,20,24,1.485
2,2022,12,21,1,1.364
2,2022,12,21,2,0.473
2,2022,12,21,3,0.464
2,2022,12,21,4,0.666
2,2022,12,21,5,0.402
2,2022,12,21,6,0.892
2,2022,12,21,7,0.458
2,2022,12,21,8,1.394
2,2022,12,21,9,2.3
2,2022,12,21,10,1.533
2,2022,12,21,11,1.954
2,2022,12,21,12,2.115
2,2022,12,21,13,1.055
2,2022,12,21,14,0.528
2,2022,12,21,15,1.236
2,2022,12,21,16,1.255
2,2022,12,21,17,0.819
2,2022,12,21,18,0.964
2,2022,12,21,19,0.367
2,2022,12,21,20,0.369
2,2022,12,21,21,0.431
2,2022,12,21,22,0.538
2,2022,12,21,23,0.494
2,2022,12,21,24,1.843
2,2022,12,22,1,1.885
2,2022,12,22,2,2.556
2,2022,12,22,3,1.179
2,2022,12,22,4,1.306
2,2022,12,22,5,1.214
2,2022,12,22,6,1.341
2,2022,12,22,7,0.971
2,2022,12,22,8,1.775
2,2022,12,22,9,1.336
2,2022,12,22,10,0.585
2,2022,12,22,11,0.991
2,2022,12,22,12,1.718
2,2022,12,22,13,1.234
2,2022,12,22,14,0.356
2,2022,12,22,15,0.151
2,2022,12,22,16,0.589
2,2022,12,22,17,0.094
2,2022,12,22,18,0.229
2,2022,12,22,19,0.077
2,2022,12,22,20,0.081
2,2022,12,22,21,1.659
2,2022,12,22,22,3.031
2,2022,12,22,23,2.559
2,2022,12,22,24,1.751
2,2022,12,23,1,2.082
2,2022,12,23,2,2.821
2,2022,12,23,3,0.999
2,2022,12,23,4,1.109
2,2022,12,23,5,1.249
2,2022,12,23,6,1.103
2,2022,12,23,7,1.108
2,2022,12,23,8,0.764
2,2022,12,23,9,1.029
2,2022,12,23,10,0.53
2,2022,12,23,11,2.625
2,2022,12,23,12,1.892
2,2022,12,23,13,0.463
2,2022,12,23,14,0.438
2,2022,12,23,15,0.543
2,2022,12,23,16,0.738
2,2022,12,23,17,0.897
2,2022,12,23,18,2.846
2,2022,12,23,19,2.013
2,2022,12,23,20,1.283
2,2022,12,23,21,1.8
2,2022,12,23,22,3.569
2,2022,12,23,23,2.308
2,2022,12,23,24,1.737
2,2022,12,24,1,1.303
2,2022,12,24,2,0.899
2,2022,12,24,3,0.884
2,2022,12,24,4,0.862
2,2022,12,24,5,1.055
2,2022,12,24,6,0.924
2,2022,12,24,7,0.976
2,2022,12,24,8,1.065
2,2022,12,24,9,0.838
2,2022,12,24,10,0.864
2,2022,12,24,11,0.528
2,2022,12,24,12,0.184
2,2022,12,24,13,0.649
2,2022,12,24,14,0.207
2,2022,12,24,15,0.36
2,2022,12,24,16,0.362
2,2022,12,24,17,0.388
2,2022,12,24,18,0.681
2,2022,12,24,19,2.054
2,2022,12,24,20,3.291
2,2022,12,24,21,2.323
2,2022,12,24,22,1.683
2,2022,12,24,23,0.559
2,2022,12,24,24,2.352
2,2022,12,25,1,2.366
2,2022,12,25,2,2.199
2,2022,12,25,3,0.408
2,2022,12,25,4,0.522
2,2022,12,25,5,0.405
2,2022,12,25,6,0.433
2,2022,12,25,7,0.543
2,2022,12,25,8,0.412
2,2022,12,25,9,0.367
2,2022,12,25,10,0.497
2,2022,12,25,11,0.69
2,2022,12,25,12,1.687
2,2022,12,25,13,1.657
2,2022,12,25,14,1.669
2,2022,12,25,15,1.854
2,2022,12,25,16,2.193
2,2022,12,25,17,1.945
2,2022,12,25,18,0.688
2,2022,12,25,19,1.08
2,2022,12,25,20,0.828
2,2022,12,25,21,0.664
2,2022,12,25,22,0.438
2,2022,12,25,23,0.357
2,2022,12,25,24,0.554
2,2022,12,26,1,0.557
2,2022,12,26,2,0.498
2,2022,12,26,3,0.448
2,2022,12,26,4,0.575
2,2022,12,26,5,0.457
2,2022,12,26,6,0.444
2,2022,12,26,7,0.6
2,2022,12,26,8,0.439
2,2022,12,26,9,0.618
2,2022,12,26,10,0.241
2,2022,12,26,11,0.637
2,2022,12,26,12,0.355
2,2022,12,26,13,1.761
2,2022,12,26,14,1.78
2,2022,12,26,15,1.197
2,2022,12,26,16,1.504
2,2022,12,26,17,1.926
2,2022,12,26,18,0.979
2,2022,12,26,19,0.104
2,2022,12,26,20,0.091
2,2022,12,26,21,3.049
2,2022,12,26,22,3.213
2,2022,12,26,23,1.594
2,2022,12,26,24,0.611
2,2022,12,27,1,0.145
2,2022,12,27,2,1.234
2,2022,12,27,3,0.108
2,2022,12,27,4,0.308
2,2022,12,27,5,0.085
2,2022,12,27,6,0.082
2,2022,12,27,7,0.275
2,2022,12,27,8,0.067
2,2022,12,27,9,0.092
2,2022,12,27,10,0.777
2,2022,12,27,11,1.717
2,2022,12,27,12,1.65
2,2022,12,27,13,0.089
2,2022,12,27,14,0.14
2,2022,12,27,15,2.148
2,2022,12,27,16,0.764
2,2022,12,27,17,2.136
2,2022,12,27,18,1.946
2,2022,12,27,19,0.869
2,2022,12,27,20,0.46
2,2022,12,27,21,0.687
2,2022,12,27,22,0.623
2,2022,12,27,23,0.533
2,2022,12,27,24,0.464
2,2022,12,28,1,1.044
2,2022,12,28,2,2.383
2,2022,12,28,3,0.839
2,2022,12,28,4,0.678
2,2022,12,28,5,0.763
2,2022,12,28,6,0.613
2,2022,12,28,7,0.599
2,2022,12,28,8,0.613
2,2022,12,28,9,0.812
2,2022,12,28,10,0.265
2,2022,12,28,11,0.658
2,2022,12,28,12,1.471
2,2022,12,28,13,1.997
2,2022,12,28,14,1.325
2,2022,12,28,15,2.166
2,2022,12,28,16,2.55
2,2022,12,28,17,0.8
2,2022,12,28,18,0.777
2,2022,12,28,19,1.184
2,2022,12,28,20,1.905
2,2022,12,28,21,1.014
2,2022,12,28,22,2.587
2,2022,12,28,23,3.266
2,2022,12,28,24,1.632
2,2022,12,29,1,1.145
2,2022,12,29,2,2.195
2,2022,12,29,3,1.043
2,2022,12,29,4,0.969
2,2022,12,29,5,1.188
2,2022,12,29,6,1.008
2,2022,12,29,7,0.924
2,2022,12,29,8,1.119
2,2022,12,29,9,0.389
2,2022,12,29,10,0.916
2,2022,12,29,11,1.019
2,2022,12,29,12,1.69
2,2022,12,29,13,1.162
2,2022,12,29,14,1.966
2,2022,12,29,15,2.823
2,2022,12,29,16,1.382
2,2022,12,29,17,0.344
2,2022,12,29,18,0.094
2,2022,12,29,19,0.196
2,2022,12,29,20,0.085
2,2022,12,29,21,1.517
2,2022,12,29,22,2.396
2,2022,12,29,23,2.433
2,2022,12,29,24,2.901
2,2022,12,30,1,1.284
2,2022,12,30,2,1.114
2,2022,12,30,3,1.23
2,2022,12,30,4,1.068
2,2022,12,30,5,1.015
2,2022,12,30,6,1.16
2,2022,12,30,7,1.658
2,2022,12,30,8,1.752
2,2022,12,30,9,1.806
2,2022,12,30,10,1.081
2,2022,12,30,11,0.632
2,2022,12,30,12,0.32
2,2022,12,30,13,1.015
2,2022,12,30,14,1.226
2,2022,12,30,15,1.126
2,2022,12,30,16,0.344
2,2022,12,30,17,1.259
2,2022,12,30,18,2.025
2,2022,12,30,19,1.495
2,2022,12,30,20,1.925
2,2022,12,30,21,1.497
2,2022,12,30,22,2.91
2,2022,12,30,23,3.04
2,2022,12,30,24,1.478
2,2022,12,31,1,1.352
2,2022,12,31,2,1.023
2,2022,12,31,3,1.168
2,2022,12,31,4,0.986
2,2022,12,31,5,0.985
2,2022,12,31,6,1.103
2,2022,12,31,7,0.923
2,2022,12,31,8,0.985
2,2022,12,31,9,0.993
2,2022,12,31,10,0.53
2,2022,12,31,11,1.395
2,2022,12,31,12,0.815
2,2022,12,31,13,1.298
2,2022,12,31,14,0.241
2,2022,12,31,15,0.382
2,2022,12,31,16,0.725
2,2022,12,31,17,1.98
2,2022,12,31,18,2.099
2,2022,12,31,19,2.733
2,2022,12,31,20,2.848
2,2022,12,31,21,2.08
2,2022,12,31,22,1.33
2,2022,12,31,23,0.75
2,2022,12,31,24,0.73
2,2023,1,1,1,1.847
2,2023,1,1,2,1.416
2,2023,1,1,3,1.123
2,2023,1,1,4,0.939
2,2023,1,1,5,0.657
2,2023,1,1,6,0.69
2,2023,1,1,7,1.672
2,2023,1,1,8,1.663
2,2023,1,1,9,1.917
2,2023,1,1,10,1.703
2,2023,1,1,11,1.578
2,2023,1,1,12,0.835
2,2023,1,1,13,0.782
2,2023,1,1,14,0.488
2,2023,1,1,15,0.439
