CUPS,AÑO,MES,DIA,HORA,CONSUMO
0,2021,9,2,22,0.224
0,2021,9,2,23,0.228
0,2021,9,2,24,0.255
0,2021,9,3,1,0.262
0,2021,9,3,2,0.388
0,2021,9,3,3,0.116
0,2021,9,3,4,0.454
0,2021,9,3,5,0.078
0,2021,9,3,6,0.078
0,2021,9,3,7,0.078
0,2021,9,3,8,0.086
0,2021,9,3,9,0.295
0,2021,9,3,10,0.276
0,2021,9,3,11,0.232
0,2021,9,3,12,0.204
0,2021,9,3,13,0.212
0,2021,9,3,14,0.204
0,2021,9,3,15,0.215
0,2021,9,3,16,0.227
0,2021,9,3,17,0.272
0,2021,9,3,18,0.325
0,2021,9,3,19,0.226
0,2021,9,3,20,0.07
0,2021,9,3,21,0.075
0,2021,9,3,22,0.078
0,2021,9,3,23,0.077
0,2021,9,3,24,0.079
0,2021,9,4,1,0.107
0,2021,9,4,2,0.084
0,2021,9,4,3,0.084
0,2021,9,4,4,0.066
0,2021,9,4,5,0.08
0,2021,9,4,6,0.079
0,2021,9,4,7,0.074
0,2021,9,4,8,0.135
0,2021,9,4,9,0.074
0,2021,9,4,10,0.08
0,2021,9,4,11,0.218
0,2021,9,4,12,0.287
0,2021,9,4,13,0.238
0,2021,9,4,14,0.217
0,2021,9,4,15,0.262
0,2021,9,4,16,0.2
0,2021,9,4,17,0.097
0,2021,9,4,18,0.076
0,2021,9,4,19,0.077
0,2021,9,4,20,0.077
0,2021,9,4,21,0.076
0,2021,9,4,22,0.075
0,2021,9,4,23,0.075
0,2021,9,4,24,0.093
0,2021,9,5,1,0.227
0,2021,9,5,2,0.149
0,2021,9,5,3,0.087
0,2021,9,5,4,0.066
0,2021,9,5,5,0.083
0,2021,9,5,6,0.074
0,2021,9,5,7,0.072
0,2021,9,5,8,0.081
0,2021,9,5,9,0.067
0,2021,9,5,10,0.082
0,2021,9,5,11,0.2
0,2021,9,5,12,0.215
0,2021,9,5,13,0.085
0,2021,9,5,14,0.07
0,2021,9,5,15,0.101
0,2021,9,5,16,0.081
0,2021,9,5,17,0.126
0,2021,9,5,18,0.093
0,2021,9,5,19,0.077
0,2021,9,5,20,0.07
0,2021,9,5,21,0.079
0,2021,9,5,22,0.077
0,2021,9,5,23,0.076
0,2021,9,5,24,0.078
0,2021,9,6,1,0.088
0,2021,9,6,2,0.077
0,2021,9,6,3,0.078
0,2021,9,6,4,0.074
0,2021,9,6,5,0.08
0,2021,9,6,6,0.068
0,2021,9,6,7,0.074
0,2021,9,6,8,0.078
0,2021,9,6,9,0.154
0,2021,9,6,10,0.122
0,2021,9,6,11,0.208
0,2021,9,6,12,0.23
0,2021,9,6,13,0.132
0,2021,9,6,14,0.165
0,2021,9,6,15,0.317
0,2021,9,6,16,0.151
0,2021,9,6,17,0.216
0,2021,9,6,18,0.191
0,2021,9,6,19,0.087
0,2021,9,6,20,0.081
0,2021,9,6,21,0.08
0,2021,9,6,22,0.09
0,2021,9,6,23,0.122
0,2021,9,6,24,0.217
0,2021,9,7,1,0.202
0,2021,9,7,2,0.088
0,2021,9,7,3,0.081
0,2021,9,7,4,0.076
0,2021,9,7,5,0.083
0,2021,9,7,6,0.078
0,2021,9,7,7,0.074
0,2021,9,7,8,0.073
0,2021,9,7,9,0.154
0,2021,9,7,10,0.122
0,2021,9,7,11,0.155
0,2021,9,7,12,0.194
0,2021,9,7,13,0.218
0,2021,9,7,14,0.227
0,2021,9,7,15,0.158
0,2021,9,7,16,0.151
0,2021,9,7,17,0.263
0,2021,9,7,18,0.206
0,2021,9,7,19,0.307
0,2021,9,7,20,0.199
0,2021,9,7,21,0.243
0,2021,9,7,22,0.538
0,2021,9,7,23,0.579
0,2021,9,7,24,0.326
0,2021,9,8,1,0.187
0,2021,9,8,2,0.392
0,2021,9,8,3,0.102
0,2021,9,8,4,0.493
0,2021,9,8,5,0.069
0,2021,9,8,6,0.081
0,2021,9,8,7,0.077
0,2021,9,8,8,0.071
0,2021,9,8,9,0.16
0,2021,9,8,10,0.2
0,2021,9,8,11,0.191
0,2021,9,8,12,0.208
0,2021,9,8,13,0.2
0,2021,9,8,14,0.198
0,2021,9,8,15,0.185
0,2021,9,8,16,0.181
0,2021,9,8,17,0.233
0,2021,9,8,18,0.311
0,2021,9,8,19,0.313
0,2021,9,8,20,0.297
0,2021,9,8,21,0.216
0,2021,9,8,22,0.201
0,2021,9,8,23,0.726
0,2021,9,8,24,0.209
0,2021,9,9,1,0.094
0,2021,9,9,2,0.086
0,2021,9,9,3,0.077
0,2021,9,9,4,0.074
0,2021,9,9,5,0.072
0,2021,9,9,6,0.077
0,2021,9,9,7,0.137
0,2021,9,9,8,0.084
0,2021,9,9,9,0.148
0,2021,9,9,10,0.134
0,2021,9,9,11,0.17
0,2021,9,9,12,0.218
0,2021,9,9,13,0.179
0,2021,9,9,14,0.182
0,2021,9,9,15,0.923
0,2021,9,9,16,0.154
0,2021,9,9,17,0.227
0,2021,9,9,18,0.377
0,2021,9,9,19,0.409
0,2021,9,9,20,0.393
0,2021,9,9,21,0.079
0,2021,9,9,22,0.21
0,2021,9,9,23,0.244
0,2021,9,9,24,0.154
0,2021,9,10,1,0.102
0,2021,9,10,2,0.069
0,2021,9,10,3,0.087
0,2021,9,10,4,0.067
0,2021,9,10,5,0.083
0,2021,9,10,6,0.072
0,2021,9,10,7,0.094
0,2021,9,10,8,0.079
0,2021,9,10,9,0.143
0,2021,9,10,10,0.15
0,2021,9,10,11,0.225
0,2021,9,10,12,0.229
0,2021,9,10,13,0.173
0,2021,9,10,14,0.218
0,2021,9,10,15,0.156
